,sets,result,averaging,vol_cors,open_cors,vol_avg1,vol_std1,vol_avg2,vol_std2,open_avg1,open_std1,open_avg2,open_avg22
0,"['RJF', 'MGM']",142.05,-9.48,0.563328357,0.932388777,636063.2459,820094.0405,8435331.785,11185313.67,20.42724086,60.67359951,7.277770059,22.08430672
1,"['NVDA', 'NWL']",134.81,48.89,0.573458043,0.370655875,8289445.62,12400039.81,3694374.826,4039379.897,129.1223763,109.4254827,12.05953952,28.54496226
2,"['NEE', 'NFLX']",132.49,64.02,0.513830997,0.973725198,3551611.656,8154681.089,21404637.44,19626306.32,16.16642455,32.51236392,148.0154239,158.7334469
3,"['AMD', 'BSX']",129.62,21.03,0.395731733,0.855083649,35771116.36,41346216.41,7721338.635,11461293.17,19.6724921,15.2290584,12.24751683,20.96729838
4,"['URI', 'CHTR']",127.51,69.9,0.510276413,0.932779661,1317678.926,1890334.327,1350400.781,1257994.16,48.56041116,94.43641639,156.0928946,239.4578268
5,"['NVDA', 'ICE']",124.93,40.28,0.515663688,0.940444547,8289445.62,12400039.81,2295892.283,3369558.244,129.1223763,109.4254827,23.92200388,54.51227254
6,"['NVDA', 'ICE']",124.93,40.28,0.515663688,0.940444547,8289445.62,12400039.81,2295892.283,3369558.244,129.1223763,109.4254827,23.92200388,54.51227254
7,"['NDAQ', 'GOOGL']",120.78,36.6,0.697926421,0.992705449,1023214.812,1250948.073,2313554.605,2949090.934,30.91716585,61.22887968,387.2099169,773.56996
8,"['WELL', 'ODFL']",120.66,38.03,0.560458248,0.596956098,1404681.921,2265063.449,719260.9785,882028.6055,10.32974472,64.9030512,46.40203312,63.48385953
9,"['TSN', 'HUM']",118.59,1.6,0.582179092,0.90416403,2221466.022,3628494.557,1090884.263,1401947.914,22.06735482,48.70092972,103.3529422,191.5224315
10,"['UHS', 'KLAC']",118.21,39.93,0.628274015,0.781575181,565574.7236,839629.1617,1146598.379,1760415.256,34.15585954,98.2623918,45.78533765,87.77655938
11,"['KLAC', 'VZ']",117.04,47.65,0.535017577,0.878477185,1146598.379,1760415.256,14445786.53,15666461.22,45.78533765,87.77655938,6.611415125,49.06389753
12,"['MSCI', 'NFLX']",116.73,83.13,0.529871663,0.97662631,665964.6975,637707.7473,21404637.44,19626306.32,97.77451351,111.3184544,148.0154239,158.7334469
13,"['NVDA', 'XRAY']",116.19,45.95,0.556459348,0.57116745,8289445.62,12400039.81,1113456.149,1414478.784,129.1223763,109.4254827,9.249474873,48.51947954
14,"['AAPL', 'DG']",115.37,60.6,0.539750201,0.976208417,200298228.3,255311632.6,2848078.375,3047256.337,24.43861976,36.21531005,45.05756597,84.88856968
15,"['AAPL', 'DG']",115.37,60.6,0.539750201,0.976208417,200298228.3,255311632.6,2848078.375,3047256.337,24.43861976,36.21531005,45.05756597,84.88856968
16,"['SO', 'CPRT']",113.24,66.19,0.548298016,0.895976823,2259098.766,4973274.891,1620996.008,1479138.578,6.054131411,47.76553036,28.20992437,35.23718017
17,"['LRCX', 'CDW']",112.77,36.46,0.4661262,0.939161059,1473438.383,2419528.844,832548.2901,884863.8141,94.4387159,123.1696504,35.00124863,65.90331226
18,"['NVDA', 'URI']",112.14,68.03,0.52559298,0.918003127,8289445.62,12400039.81,1317678.926,1890334.327,129.1223763,109.4254827,48.56041116,94.43641639
19,"['NWL', 'SHW']",111.89,40.38,0.524111817,0.451570008,3694374.826,4039379.897,476661.6635,767288.7167,12.05953952,28.54496226,162.6049355,300.3799164
20,"['ALGN', 'NVR']",110.87,88.25,0.551420773,0.955396403,883537.9526,940629.9563,23458.1946,32783.94915,115.815304,129.5362257,1075.352819,1902.356607
21,"['IPGP', 'URI']",110.83,80.36,0.537857103,0.937062189,382089.2726,449174.7318,1317678.926,1890334.327,55.01117336,107.1593326,48.56041116,94.43641639
22,"['ODFL', 'MS']",110.67,63.79,0.556527822,0.905629308,719260.9785,882028.6055,8667412.302,14291156.18,46.40203312,63.48385953,12.11689802,35.22417164
23,"['LB', 'SNPS']",110.6,42.16,0.612398283,0.233523485,3289696.592,3772775.288,751604.0426,896661.6607,21.69187834,49.82322605,49.77744917,70.85367107
24,"['UNP', 'DVA']",110.02,53.69,0.558540147,0.810590858,2051514.73,4338427.255,1051227.688,1568358.482,42.88058272,107.1575466,14.45923514,63.91087606
25,"['ADI', 'DVA']",109.59,49.37,0.558447058,0.773954321,1401247.747,2650970.52,1051227.688,1568358.482,28.11053807,69.37042113,14.45923514,63.91087606
26,"['IPGP', 'AAPL']",109.3,86.35,0.556783666,0.839279902,382089.2726,449174.7318,200298228.3,255311632.6,55.01117336,107.1593326,24.43861976,36.21531005
27,"['TROW', 'ALGN']",108.93,70.9,0.561459916,0.952655915,756027.7799,1503262.376,883537.9526,940629.9563,22.88617784,85.24666659,115.815304,129.5362257
28,"['KIM', 'NVDA']",108.61,20.1,0.621622122,0.191098933,2030510.658,3837083.313,8289445.62,12400039.81,4.556308467,20.29173618,129.1223763,109.4254827
29,"['RF', 'INTC']",107.91,34.58,0.624658039,0.884675157,8440735.842,15847439.65,18984327.07,33437023.96,4.014521695,11.18895511,11.97202778,35.89067936
30,"['NVDA', 'MCD']",107.86,36.55,0.554790884,0.933416469,8289445.62,12400039.81,2591644.679,4981881.446,129.1223763,109.4254827,43.72516604,130.4704489
31,"['VRSK', 'TXN']",107.34,53.78,0.54933999,0.976703731,723474.0634,832987.5248,3660542.879,6649829.321,41.9505736,86.55334536,36.08976192,70.20503378
32,"['FE', 'NTRS']",107.19,19.22,0.546158289,0.348754557,3732819.143,4062863.806,686019.0633,1305146.841,5.726450889,37.43717124,20.11722965,72.54433848
33,"['QCOM', 'KLAC']",107.09,63.92,0.601671645,0.869246006,7499421.861,11990711.8,1146598.379,1760415.256,16.88528648,67.01949149,45.78533765,87.77655938
34,"['KR', 'BIIB']",106.99,25.4,0.535544936,0.898160544,5868227.756,9729567.739,1233547.611,1671872.308,8.816242104,24.97303935,84.76665992,254.9662018
35,"['AKAM', 'AMD']",106.92,47.65,0.446002208,0.887204999,2316833.331,2452009.813,35771116.36,41346216.41,21.32196869,60.13998018,19.6724921,15.2290584
36,"['TXN', 'MKTX']",106.91,61.76,0.528655325,0.969027601,3660542.879,6649829.321,253583.6089,247215.1768,36.08976192,70.20503378,138.1999937,156.8293406
37,"['SNPS', 'ODFL']",106.88,84.17,0.550675813,0.990711296,751604.0426,896661.6607,719260.9785,882028.6055,49.77744917,70.85367107,46.40203312,63.48385953
38,"['ODFL', 'GWW']",106.81,61.41,0.547109315,0.90459896,719260.9785,882028.6055,390932.2157,574642.2725,46.40203312,63.48385953,56.99693047,242.5050416
39,"['TSCO', 'GS']",106.34,52.35,0.557450095,0.7646229,1128829.983,1471976.718,2149505.562,3767705.522,26.78195034,73.46795785,42.98905792,181.1495392
40,"['NEM', 'AMD']",106.24,60.41,0.479963507,0.739261147,3782411.463,7461306.039,35771116.36,41346216.41,13.55812155,38.64837112,19.6724921,15.2290584
41,"['AMD', 'AVY']",105.94,55.67,0.438039317,0.875820597,35771116.36,41346216.41,453600.7778,784455.2245,19.6724921,15.2290584,33.55147061,72.21291221
42,"['IDXX', 'LB']",105.8,39.54,0.483073306,0.219574914,569819.4321,627929.7179,3289696.592,3772775.288,102.8441906,131.7676321,21.69187834,49.82322605
43,"['DVA', 'TT']",105.36,67.47,0.603427949,0.814087067,1051227.688,1568358.482,2483537.528,3164092.438,14.45923514,63.91087606,27.47456251,57.37660314
44,"['AMD', 'LH']",104.97,23.75,0.486620065,0.866199466,35771116.36,41346216.41,483565.6013,849669.8053,19.6724921,15.2290584,34.47766671,127.7140247
45,"['IPGP', 'RJF']",104.75,62.51,0.540918941,0.948660936,382089.2726,449174.7318,636063.2459,820094.0405,55.01117336,107.1593326,20.42724086,60.67359951
46,"['PHM', 'WM']",104.27,25.71,0.707607932,0.948203662,4260665.565,6780882.916,1520386.802,2352541.279,9.802419389,22.141029,28.14149537,64.99435044
47,"['NOW', 'PCAR']",104.07,37.1,0.505392814,0.797830429,1417093.614,1698926.436,1129172.078,2128752.88,122.521135,142.3486688,11.99300525,60.15535161
48,"['PG', 'NFLX']",103.62,61.46,0.570454512,0.90979795,5734660.385,9128435.677,21404637.44,19626306.32,19.3013663,86.44532783,148.0154239,158.7334469
49,"['PXD', 'IDXX']",103.57,43.54,0.550064514,0.471936609,977317.7243,1860592.173,569819.4321,627929.7179,37.99878538,141.7801987,102.8441906,131.7676321
50,"['DVA', 'CMI']",103.19,57.01,0.578436138,0.807249051,1051227.688,1568358.482,1067641.614,1784877.95,14.45923514,63.91087606,30.59346904,136.8279499
51,"['ALGN', 'ICE']",103.08,68.06,0.522186055,0.94966046,883537.9526,940629.9563,2295892.283,3369558.244,115.815304,129.5362257,23.92200388,54.51227254
52,"['WU', 'KLAC']",102.89,57.49,0.575160881,0.817760281,3575041.614,5694814.104,1146598.379,1760415.256,2.549816389,19.06876441,45.78533765,87.77655938
53,"['SIVB', 'CPRT']",102.84,75.44,0.546121289,0.915273562,367626.4722,469424.553,1620996.008,1479138.578,80.39115893,147.567338,28.20992437,35.23718017
54,"['PGR', 'PFG']",102.44,59.42,0.661676507,0.71727266,1998353.124,3664174.533,908881.6075,1643990.187,22.83740089,41.9174096,12.42097416,45.90705999
55,"['AMD', 'AAPL']",102.28,70.74,0.356769507,0.976235777,35771116.36,41346216.41,200298228.3,255311632.6,19.6724921,15.2290584,24.43861976,36.21531005
56,"['TWTR', 'ATVI']",101.34,29.28,0.488489648,0.571674058,16112297.95,21641754.94,5403706.863,7976603.139,11.69303517,32.08075557,22.98446713,37.28886769
57,"['NVR', 'ADSK']",101.33,72.46,0.561306608,0.966589641,23458.1946,32783.94915,1778101.86,2441764.323,1075.352819,1902.356607,61.43644768,89.62959076
58,"['DIS', 'KLAC']",101.11,39.03,0.590470581,0.882177784,5988319.064,9201194.239,1146598.379,1760415.256,31.7534765,90.942805,45.78533765,87.77655938
59,"['IDXX', 'VTR']",100.99,25.68,0.547318753,0.208891447,569819.4321,627929.7179,1343726.87,2123067.108,102.8441906,131.7676321,11.7322874,64.37931423
60,"['AMAT', 'AMD']",100.91,48.93,0.433761476,0.897279125,7411867.544,12817867.82,35771116.36,41346216.41,17.77729753,30.40818832,19.6724921,15.2290584
61,"['LH', 'ABMD']",100.71,25.4,0.558132643,0.940675402,483565.6013,849669.8053,516035.1602,510582.6778,34.47766671,127.7140247,115.2222461,123.0537624
62,"['PNC', 'WY']",100.65,42.42,0.640082695,0.756466981,1420172.377,2713474.533,2652775.13,4573896.305,31.12410308,98.03329759,5.153394145,28.59172428
63,"['FRC', 'AMAT']",100.61,46.26,0.496606791,0.965402355,951457.8573,946655.3437,7411867.544,12817867.82,29.58771129,69.1687167,17.77729753,30.40818832
64,"['DVA', 'TRV']",99.99,56.46,0.589559997,0.790774046,1051227.688,1568358.482,1210569.316,2093847.12,14.45923514,63.91087606,27.57796337,102.9356257
65,"['TXN', 'NVDA']",99.83,53.44,0.616748759,0.957977954,3660542.879,6649829.321,8289445.62,12400039.81,36.08976192,70.20503378,129.1223763,109.4254827
66,"['IPGP', 'INTU']",99.69,59.24,0.538270999,0.870863715,382089.2726,449174.7318,1041859.585,1767834.247,55.01117336,107.1593326,84.96490521,134.8659078
67,"['ANSS', 'DXCM']",99.69,67.73,0.554242591,0.965572778,431999.9519,459479.7378,1049870.12,916926.6587,73.44052196,123.9282917,98.44848716,90.72164485
68,"['AAPL', 'SJM']",99.59,60.32,0.425761498,0.66501692,200298228.3,255311632.6,547094.7969,866480.294,24.43861976,36.21531005,18.71364942,106.1260946
69,"['SEE', 'COG']",99.34,7.96,0.543131662,0.57087136,1311699.167,1968972.229,3604812.514,6526959.913,10.88021187,35.79129915,6.787093902,24.18179877
70,"['URI', 'CDW']",99.01,49.89,0.471660834,0.897963978,1317678.926,1890334.327,832548.2901,884863.8141,48.56041116,94.43641639,35.00124863,65.90331226
71,"['BIIB', 'L']",98.32,9.84,0.604125392,0.611193837,1233547.611,1671872.308,632801.4629,1156954.311,84.76665992,254.9662018,5.114502881,43.46466828
72,"['KEY', 'IDXX']",98.27,51.15,0.541294271,0.782372862,5584248.362,11810482.16,569819.4321,627929.7179,4.098461147,13.66833531,102.8441906,131.7676321
73,"['TXN', 'FISV']",98.18,29.66,0.621471997,0.985767958,3660542.879,6649829.321,2163891.01,2895727.89,36.08976192,70.20503378,30.86091836,51.60736096
74,"['WLTW', 'IPGP']",97.96,71.55,0.50698469,0.88139836,614511.5583,555338.9607,382089.2726,449174.7318,34.54991937,134.0387228,55.01117336,107.1593326
75,"['NWL', 'DXCM']",97.93,51.48,0.579033888,0.378289148,3694374.826,4039379.897,1049870.12,916926.6587,12.05953952,28.54496226,98.44848716,90.72164485
76,"['FB', 'MNST']",97.9,24.89,0.589157643,0.960002912,28582772.53,32130972.26,4429248.133,4172855.94,68.0587865,124.1213134,20.10514021,41.26690375
77,"['CDW', 'WHR']",97.68,19.32,0.440770051,0.862073937,832548.2901,884863.8141,817539.9177,1109302.781,35.00124863,65.90331226,40.72807332,138.1298092
78,"['PKG', 'ATVI']",97.66,53.74,0.517900179,0.952438271,670168.2832,897658.5618,5403706.863,7976603.139,30.72438273,74.02143027,22.98446713,37.28886769
79,"['HRL', 'KR']",97.65,36.22,0.586384491,0.884883774,1195758.872,2184826.698,5868227.756,9729567.739,11.30006248,30.4107668,8.816242104,24.97303935
80,"['T', 'IDXX']",97.57,42.35,0.534184413,0.425244207,14539260.37,28777563.73,569819.4321,627929.7179,3.63601472,34.32223281,102.8441906,131.7676321
81,"['ROK', 'MCO']",97.36,49.82,0.683947629,0.965861239,559976.1814,1020893.325,1122520.932,1282830.274,46.56190642,131.8570561,70.63492654,117.9115495
82,"['RF', 'GLW']",97.17,27.3,0.714526581,0.929340323,8440735.842,15847439.65,6523040.34,9755723.401,4.014521695,11.18895511,6.994862402,22.62611047
83,"['TFX', 'ATVI']",96.98,32.07,0.518619783,0.953820705,282710.8522,268114.3822,5403706.863,7976603.139,104.2634394,174.7567899,22.98446713,37.28886769
84,"['WHR', 'NVDA']",96.62,50.51,0.562311471,0.658346574,817539.9177,1109302.781,8289445.62,12400039.81,40.72807332,138.1298092,129.1223763,109.4254827
85,"['NVR', 'AES']",96.2,55.06,0.55793511,0.771720026,23458.1946,32783.94915,2702761.294,5759756.575,1075.352819,1902.356607,2.544483385,13.26263408
86,"['PG', 'WAB']",96.13,24.31,0.519650601,0.656157187,5734660.385,9128435.677,968980.5405,896826.5395,19.3013663,86.44532783,20.83324881,68.1901986
87,"['COG', 'CAG']",95.95,27.98,0.575200239,0.531715501,3604812.514,6526959.913,2866118.326,4531951.334,6.787093902,24.18179877,6.545154569,29.14334143
88,"['MSFT', 'SHW']",95.82,40.1,0.682647387,0.978957846,20879818.84,37381956.1,476661.6635,767288.7167,52.07684086,72.96795,162.6049355,300.3799164
89,"['LB', 'ROP']",95.71,17.12,0.562526739,0.255125548,3289696.592,3772775.288,249320.5098,488914.6206,21.69187834,49.82322605,99.78064826,203.6275286
90,"['FB', 'FAST']",95.37,38.9,0.46474537,0.838130197,28582772.53,32130972.26,2880125.644,4753137.386,68.0587865,124.1213134,7.078303359,25.44826577
91,"['PAYC', 'BBY']",95.32,40.25,0.481634736,0.865654608,560530.0176,631271.1584,5007855.16,5426094.835,104.39935,117.78483,24.18102495,46.66013903
92,"['PHM', 'URI']",95.21,49.93,0.696074366,0.9450251,4260665.565,6780882.916,1317678.926,1890334.327,9.802419389,22.141029,48.56041116,94.43641639
93,"['TYL', 'MXIM']",95.13,68.33,0.545307764,0.967782576,228745.0016,225884.3067,1777204.847,2560010.489,96.7630423,149.2252524,14.18979193,41.17356379
94,"['SJM', 'IPGP']",94.91,61.31,0.516469413,0.7304348,547094.7969,866480.294,382089.2726,449174.7318,18.71364942,106.1260946,55.01117336,107.1593326
95,"['CERN', 'ALGN']",94.82,79.92,0.556199295,0.823209064,1261502.289,2174355.781,883537.9526,940629.9563,13.62275158,55.80590288,115.815304,129.5362257
96,"['ABMD', 'MCO']",94.67,53.5,0.511060137,0.894183218,516035.1602,510582.6778,1122520.932,1282830.274,115.2222461,123.0537624,70.63492654,117.9115495
97,"['DXCM', 'MCO']",94.67,57.71,0.453200297,0.954986923,1049870.12,916926.6587,1122520.932,1282830.274,98.44848716,90.72164485,70.63492654,117.9115495
98,"['TTWO', 'TYL']",94.65,73.8,0.524582046,0.963896588,1534710.232,1938954.509,228745.0016,225884.3067,49.2916853,59.01029004,96.7630423,149.2252524
99,"['EQIX', 'GOOG']",94.64,49.44,0.630128973,0.980578259,535749.6413,703503.1387,2350907.267,2849825.744,177.5264538,329.6986729,387.3627256,765.5999878
100,"['WLTW', 'NVDA']",94.52,59.22,0.54885482,0.93699347,614511.5583,555338.9607,8289445.62,12400039.81,34.54991937,134.0387228,129.1223763,109.4254827
101,"['AMD', 'SWK']",94.19,53.06,0.510465179,0.824435525,35771116.36,41346216.41,770055.3486,1324395.63,19.6724921,15.2290584,33.28271448,109.6929123
102,"['CPRT', 'VNO']",93.98,10.65,0.55880153,0.255633519,1620996.008,1479138.578,720338.3262,1327714.974,28.20992437,35.23718017,12.49867431,67.64947212
103,"['VNO', 'CPRT']",93.98,10.65,0.55880153,0.255633519,720338.3262,1327714.974,1620996.008,1479138.578,12.49867431,67.64947212,28.20992437,35.23718017
104,"['EXR', 'MLM']",93.71,27.98,0.550052174,0.959183032,709599.7693,937104.1716,539456.0345,654059.3166,29.20053316,68.10882399,60.80070195,158.7646245
105,"['PEG', 'CF']",93.69,4.02,0.580982522,0.550962511,1296635.548,3003247.517,3709643.228,4867901.907,9.495213905,42.91145406,9.826274962,39.7835638
106,"['PFG', 'PM']",93.66,35.99,0.681037692,0.770486516,908881.6075,1643990.187,2620099.683,5300196.067,12.42097416,45.90705999,12.31098857,86.40304732
107,"['PFG', 'PM']",93.66,35.99,0.681037692,0.770486516,908881.6075,1643990.187,2620099.683,5300196.067,12.42097416,45.90705999,12.31098857,86.40304732
108,"['IBM', 'IDXX']",93.58,44.53,0.548267257,0.127796037,2504139.117,4605454.271,569819.4321,627929.7179,25.36213378,161.2093684,102.8441906,131.7676321
109,"['AAPL', 'KMB']",93.52,53.28,0.657404442,0.851805323,200298228.3,255311632.6,995254.09,2021621.753,24.43861976,36.21531005,23.79828656,108.5849415
110,"['ROL', 'AAPL']",93.51,70.97,0.437171316,0.960329477,1509418.438,1156731.743,200298228.3,255311632.6,8.733654157,15.1531644,24.43861976,36.21531005
111,"['CL', 'HPQ']",93.47,41.3,0.563859406,0.707445575,1796633.148,3778579.301,24432496.09,25199984.1,10.28508868,63.89500595,4.623300824,15.85517302
112,"['NEM', 'KHC']",93.29,38.56,0.510232346,0.898498758,3782411.463,7461306.039,5358418.723,5502616.101,13.55812155,38.64837112,23.63273119,59.99533283
113,"['TXN', 'CHRW']",92.98,40.04,0.556522429,0.894294159,3660542.879,6649829.321,895889.8286,1475748.272,36.08976192,70.20503378,11.78507281,72.9510767
114,"['ALGN', 'CPB']",92.63,82.28,0.525280825,0.559939172,883537.9526,940629.9563,1598018.404,2173999.921,115.815304,129.5362257,8.491629453,44.60500993
115,"['HUM', 'DXCM']",92.53,41.05,0.497013739,0.93044403,1090884.263,1401947.914,1049870.12,916926.6587,103.3529422,191.5224315,98.44848716,90.72164485
116,"['PWR', 'SIVB']",92.51,70,0.592386826,0.890921636,1156808.52,1869381.923,367626.4722,469424.553,8.911995478,31.06419948,80.39115893,147.567338
117,"['SNPS', 'STX']",92.41,77.51,0.507745666,0.727056604,751604.0426,896661.6607,5097511.543,5480422.527,49.77744917,70.85367107,13.95789978,41.51774734
118,"['KR', 'PM']",92.38,36.1,0.606263678,0.613759361,5868227.756,9729567.739,2620099.683,5300196.067,8.816242104,24.97303935,12.31098857,86.40304732
119,"['ADI', 'SHW']",92.37,34.19,0.607392876,0.984565236,1401247.747,2650970.52,476661.6635,767288.7167,28.11053807,69.37042113,162.6049355,300.3799164
120,"['BBY', 'CDNS']",92.27,58.94,0.552460894,0.962972212,5007855.16,5426094.835,1933419.365,2655389.432,24.18102495,46.66013903,26.83480425,33.31533574
121,"['UAA', 'AOS']",92.2,22.76,0.584095981,0.603571491,4892737.633,6358346.126,1216942.925,1450181.685,11.30334816,22.09753078,17.18340718,35.43203217
122,"['DIS', 'GOOGL']",92.14,24.08,0.582400957,0.939099666,5988319.064,9201194.239,2313554.605,2949090.934,31.7534765,90.942805,387.2099169,773.56996
123,"['WRB', 'SWKS']",91.79,25.29,0.566027785,0.903729208,850631.8236,825964.263,2274847.488,3206440.405,14.73359091,39.88074693,36.00564274,68.5020819
124,"['SWKS', 'EMN']",91.58,40.7,0.629784584,0.792279039,2274847.488,3206440.405,769444.8212,1432874.454,36.00564274,68.5020819,15.87551649,72.7562356
125,"['WHR', 'AXP']",91.53,21.85,0.625152087,0.74786281,817539.9177,1109302.781,2865248.968,4978872.706,40.72807332,138.1298092,22.18309015,81.42968211
126,"['WEC', 'RF']",91.48,34.82,0.591220598,0.839111255,740721.4288,1678783.79,8440735.842,15847439.65,19.66125941,57.06398889,4.014521695,11.18895511
127,"['APD', 'IDXX']",91.22,61.68,0.592886819,0.976199527,824115.4084,1305785.579,569819.4321,627929.7179,56.0167134,140.5791585,102.8441906,131.7676321
128,"['ADI', 'TDG']",91.21,22.17,0.560735484,0.975463075,1401247.747,2650970.52,429754.4356,468839.9285,28.11053807,69.37042113,138.6061077,257.3596383
129,"['ATVI', 'NWSA']",91.17,21.85,0.521940427,0.340403657,5403706.863,7976603.139,2337617.527,3162375.777,22.98446713,37.28886769,2.062300759,14.28338073
130,"['LRCX', 'ADSK']",91.17,75.36,0.572006993,0.986396957,1473438.383,2419528.844,1778101.86,2441764.323,94.4387159,123.1696504,61.43644768,89.62959076
131,"['IDXX', 'MS']",90.99,63.14,0.545292467,0.900970784,569819.4321,627929.7179,8667412.302,14291156.18,102.8441906,131.7676321,12.11689802,35.22417164
132,"['AMD', 'MS']",90.94,50.75,0.425881393,0.801052715,35771116.36,41346216.41,8667412.302,14291156.18,19.6724921,15.2290584,12.11689802,35.22417164
133,"['NFLX', 'PLD']",90.83,55.75,0.553074418,0.971091682,21404637.44,19626306.32,1806555.328,2878461.383,148.0154239,158.7334469,20.39216958,53.03360355
134,"['NWL', 'PEG']",90.71,29.7,0.53963124,0.465410514,3694374.826,4039379.897,1296635.548,3003247.517,12.05953952,28.54496226,9.495213905,42.91145406
135,"['SJM', 'AIV']",90.64,19.25,0.540258652,0.844977104,547094.7969,866480.294,5846049.089,9820536.17,18.71364942,106.1260946,1.150557406,4.909776999
136,"['NVR', 'LH']",90.58,24.81,0.57551866,0.976544706,23458.1946,32783.94915,483565.6013,849669.8053,1075.352819,1902.356607,34.47766671,127.7140247
137,"['TSCO', 'CAG']",90.5,62.21,0.545391309,0.800501296,1128829.983,1471976.718,2866118.326,4531951.334,26.78195034,73.46795785,6.545154569,29.14334143
138,"['CPRT', 'COF']",90.46,37.4,0.543506187,0.761111971,1620996.008,1479138.578,2260952.06,3465811.323,28.20992437,35.23718017,16.15886888,74.04332147
139,"['SNPS', 'BKR']",90.32,58.71,0.541980431,0.107079636,751604.0426,896661.6607,3646610.351,4840110.528,49.77744917,70.85367107,16.80396791,44.53388161
140,"['CPB', 'CF']",90.31,15.03,0.528616,0.413858745,1598018.404,2173999.921,3709643.228,4867901.907,8.491629453,44.60500993,9.826274962,39.7835638
141,"['MS', 'AVY']",90.23,50.29,0.694009777,0.950551872,8667412.302,14291156.18,453600.7778,784455.2245,12.11689802,35.22417164,33.55147061,72.21291221
142,"['PHM', 'BIO']",90.18,46.57,0.3901462,0.935174211,4260665.565,6780882.916,122696.8363,136799.4041,9.802419389,22.141029,118.2821313,201.9266548
143,"['WDC', 'TFC']",90.18,26.06,0.642716269,0.722527679,2721942.721,4210545.848,2234785.621,4779257.251,22.72718785,61.4292809,8.774759935,39.1217958
144,"['EQR', 'NEM']",90.11,27.77,0.586454712,0.279169771,982211.8385,1997266.23,3782411.463,7461306.039,8.840715836,64.90489471,13.55812155,38.64837112
145,"['BAC', 'HSY']",90,34.41,0.567458865,0.887932472,77180827.87,107677446.8,685098.1264,1152020.183,7.817383325,19.06656735,26.24456195,98.8013389
146,"['DG', 'IDXX']",89.92,58.37,0.536937118,0.975312227,2848078.375,3047256.337,569819.4321,627929.7179,45.05756597,84.88856968,102.8441906,131.7676321
147,"['DVA', 'MSCI']",89.83,85.23,0.536945438,0.763338678,1051227.688,1568358.482,665964.6975,637707.7473,14.45923514,63.91087606,97.77451351,111.3184544
148,"['EBAY', 'ACN']",89.83,54.42,0.627980867,0.966481592,13426158.61,18006815.15,2408884.4,2789898.888,10.23406851,28.30537164,51.86942884,116.7539252
149,"['DVA', 'MSCI']",89.83,85.23,0.536945438,0.763338678,1051227.688,1568358.482,665964.6975,637707.7473,14.45923514,63.91087606,97.77451351,111.3184544
150,"['LEN', 'PCAR']",89.79,35.89,0.605421027,0.923242503,2269165.576,3930175.36,1129172.078,2128752.88,14.23655544,43.86164554,11.99300525,60.15535161
151,"['DXCM', 'WU']",89.66,51.36,0.494876896,0.78979997,1049870.12,916926.6587,3575041.614,5694814.104,98.44848716,90.72164485,2.549816389,19.06876441
152,"['IPGP', 'IPG']",89.42,39.36,0.561996157,0.80131116,382089.2726,449174.7318,3150103.745,5033931.625,55.01117336,107.1593326,4.853699319,18.51800954
153,"['MCK', 'IDXX']",89.3,48.45,0.526416641,0.570076319,1442046.614,1694016.607,569819.4321,627929.7179,41.3221593,143.4931904,102.8441906,131.7676321
154,"['TT', 'ALGN']",89.25,88.58,0.514233046,0.948407546,2483537.528,3164092.438,883537.9526,940629.9563,27.47456251,57.37660314,115.815304,129.5362257
155,"['KLAC', 'TMUS']",89.2,56.08,0.507996005,0.971749693,1146598.379,1760415.256,3937925.796,4212620.163,45.78533765,87.77655938,26.84065415,48.39704409
156,"['KEY', 'ES']",89.09,27.34,0.574276781,0.801788613,5584248.362,11810482.16,844102.9482,1679439.69,4.098461147,13.66833531,16.19211699,54.90570126
157,"['MTD', 'PCAR']",88.82,68.17,0.607984434,0.922996856,136104.5951,175873.5797,1129172.078,2128752.88,243.9507015,425.3771991,11.99300525,60.15535161
158,"['MTD', 'PCAR']",88.82,68.17,0.607984434,0.922996856,136104.5951,175873.5797,1129172.078,2128752.88,243.9507015,425.3771991,11.99300525,60.15535161
159,"['BBY', 'IPGP']",88.81,62.64,0.519255522,0.911330092,5007855.16,5426094.835,382089.2726,449174.7318,24.18102495,46.66013903,55.01117336,107.1593326
160,"['DHR', 'NFLX']",88.73,55.92,0.558039955,0.971340484,3664785.252,3722857.681,21404637.44,19626306.32,45.43831449,83.38871277,148.0154239,158.7334469
161,"['AAPL', 'MU']",88.61,58.43,0.575684811,0.903544853,200298228.3,255311632.6,15481004.03,30949913.39,24.43861976,36.21531005,16.6244312,26.83416766
162,"['PEP', 'MAS']",88.51,30.14,0.693980028,0.978753558,2479497.647,5133767.422,2563409.375,4465251.985,23.2354339,99.10237978,12.98304082,28.06608544
163,"['KR', 'AMP']",88.45,38.44,0.619356656,0.82324962,5868227.756,9729567.739,751547.8976,1261410.648,8.816242104,24.97303935,37.17179293,110.4768534
164,"['ABT', 'AMAT']",88.41,31.6,0.61523746,0.939739376,6119301.469,8594100.078,7411867.544,12817867.82,22.18992115,50.75865389,17.77729753,30.40818832
165,"['CNC', 'TWTR']",88.36,21.1,0.482746524,0.532715441,3239742.62,3489730.513,16112297.95,21641754.94,20.38216707,33.34721094,11.69303517,32.08075557
166,"['WST', 'SIVB']",88.36,68.48,0.552135589,0.891285092,428601.5345,353435.0417,367626.4722,469424.553,61.26479118,80.09554227,80.39115893,147.567338
